ISIN	NCB	ISSUER	Maturity Date	Coupon Rate	Legal Entity ID			
XS0911431517	FR	Orange S.A.	2/10/2019	1,875	969500MCOONR8990S771			
FR0012969038	FR	Sanofi S.A.	22/09/2025	1,5	549300E9PC51EN656011			
FR0013143989	FR	Sanofi S.A.	5/04/2019	0	549300E9PC51EN656011			
FR0013143997	FR	Sanofi S.A.	5/04/2024	0,625	549300E9PC51EN656011			
FR0013144003	FR	Sanofi S.A.	5/04/2028	1,125	549300E9PC51EN656011			
FR0013201613	FR	Sanofi S.A.	13/01/2020	0	549300E9PC51EN656011			
FR0013201621	FR	Sanofi S.A.	13/09/2022	0	549300E9PC51EN656011			
FR0013201639	FR	Sanofi S.A.	13/01/2027	0,5	549300E9PC51EN656011			
FR0011075183	FR	Schneider Electric SE	12/07/2018	3,75	969500A1YF1XUYYXS284			
FR0011119460	FR	Schneider Electric SE	22/01/2019	3,5	969500A1YF1XUYYXS284			
FR0011561000	FR	Schneider Electric SE	6/09/2021	2,5	969500A1YF1XUYYXS284			
FR0012601367	FR	Schneider Electric SE	11/03/2025	0,875	969500A1YF1XUYYXS284			
FR0012939841	FR	Schneider Electric SE	8/09/2023	1,5	969500A1YF1XUYYXS284			
FR0013201308	FR	Schneider Electric SE	9/09/2024	0,25	969500A1YF1XUYYXS284			
XS1558472129	FR	SNCF Mobilités	2/02/2029	1,5	969500A4MXJ3ESPHK698			
XS1622414438	FR	SNCF Mobilités	2/02/2029	1,5	969500A4MXJ3ESPHK698			
FR0010913780	FR	Suez S.A.	24/06/2022	4,125	549300JQIZM6CL7POC81			
FR0011048966	FR	Suez S.A.	17/05/2021	4,078	549300JQIZM6CL7POC81			
FR0011585215	FR	Suez S.A.	9/10/2023	2,75	549300JQIZM6CL7POC81			
FR0012949923	FR	Suez S.A.	10/09/2025	1,75	549300JQIZM6CL7POC81			
FR0013248507	FR	Suez S.A.	3/04/2025	1	549300JQIZM6CL7POC81			
FR0013248523	FR	Suez S.A.	3/04/2029	1,5	549300JQIZM6CL7POC81			
XS0974375130	IT	Telecom Italia S.p.A.	25/09/2020	4,875	549300W384M3RI3VXU42			
XS0830194501	FR	Total Capital International S.A.	15/03/2023	2,125	549300U37G2I8G4RUG09			
XS0994990280	FR	Total Capital International S.A.	19/11/2021	2,125	549300U37G2I8G4RUG09			
XS0994991411	FR	Total Capital International S.A.	19/11/2025	2,875	549300U37G2I8G4RUG09			
XS1048519679	FR	Total Capital International S.A.	25/03/2026	2,5	549300U37G2I8G4RUG09			
XS1139315581	FR	Total Capital International S.A.	19/03/2025	1,375	549300U37G2I8G4RUG09			
XS1443997223	FR	Total Capital International S.A.	12/07/2023	0,25	549300U37G2I8G4RUG09			
XS1443997819	FR	Total Capital International S.A.	12/07/2028	0,75	549300U37G2I8G4RUG09			
FR0010261396	FR	Veolia Environnement S.A.	11/12/2020	4,375	969500LENY69X51OOT31			
FR0010474239	FR	Veolia Environnement S.A.	24/05/2022	5,125	969500LENY69X51OOT31			
FR0011224963	FR	Veolia Environnement S.A.	30/03/2027	4,625	969500LENY69X51OOT31			
FR0012663169	FR	Veolia Environnement S.A.	10/01/2028	1,59	969500LENY69X51OOT31			
FR0013210408	FR	Veolia Environnement S.A.	4/10/2023	0,314	969500LENY69X51OOT31			
FR0013210416	FR	Veolia Environnement S.A.	4/01/2029	0,927	969500LENY69X51OOT31			
FR0013246725	FR	Veolia Environnement S.A.	30/03/2022	0,672	969500LENY69X51OOT31			
FR0013246733	FR	Veolia Environnement S.A.	30/11/2026	1,496	969500LENY69X51OOT31			
FR0013176302	FR	Vivendi S.A.	26/05/2021	0,75	969500FU4DRAEVJW7U54			
FR0013176310	FR	Vivendi S.A.	26/05/2026	1,875	969500FU4DRAEVJW7U54			
FR0013220399	FR	Vivendi S.A.	24/11/2023	1,125	969500FU4DRAEVJW7U54			
BE0002285543	BE	Eandis CVBA	23/06/2025	2	549300WSQWO0M3PK2J78			
XS1301052202	BE	Royal Schiphol Group N.V.	5/10/2026	2	724500XSMG4AYQ8NDK42			
FR0013266343	FR	GECINA	30/06/2022	0	9695003E4MMA10IBTR26			
XS1645722262	IT	Atlantia S.p.A.	13/07/2027	1,875	8156008DEC771409C487			
XS1646530565	FI	Lietuvos energija UAB	14/07/2027	2	5493005RZJHJT5PNHY10			
XS1024136282	BE	Heineken N.V.	30/07/2029	3,5	724500K5PTPSST86UQ23			
XS1652965085	BE	ADO Properties S.A.	26/07/2024	1,5	391200OYYFJ3DWAMEC69			
XS1650590349	FI	Steinhoff Europe AG	24/01/2025	1,875	52990020WIPPT0HC0V31			
FR0010952770	FR	Engie S.A.	18/10/2022	3,5	LAXUQCHT4FH58LRZDY46			
XS1654191623	BE	Unilever NV	31/07/2021	0	549300SWJ4YK4LLNT176			
XS1654192191	BE	Unilever NV	31/07/2025	0,875	549300SWJ4YK4LLNT176			
XS1654192274	BE	Unilever NV	31/07/2029	1,375	549300SWJ4YK4LLNT176			
XS1654229373	BE	Grand City Properties S.A.	3/08/2026	1,375	5299002QLUYKK2WBMB18			
XS0763379343	FI	Eesti Energia AS	2/10/2018	4,25	5493005044RTLQ5RZU70			
XS1652866002	IT	Terna Rete Elettrica Nazio.SpA	26/07/2027	1,375	8156009E94ED54DE7C31			
XS0604641034	BE	CNH Industrial Finance Euro.SA	9/03/2018	6,25	5493007GVB1I2FDSS786			
XS1616917800	BE	CNH Industrial Finance Euro.SA	23/05/2022	1,375	5493007GVB1I2FDSS786			
FR0012315133	FR	LVMH Moët Henn. L. Vuitton SE	14/02/2019	0	IOG4E947OATN0KJYSD45			
XS0868458653	IT	Telecom Italia S.p.A.	21/01/2020	4	549300W384M3RI3VXU42			
FR0012199008	FR	Kering S.A.	1/10/2021	1,375	549300VGEJKB7SVUZR78			
XS1114452060	BE	CNH Industrial Finance Euro.SA	27/09/2021	2,875	5493007GVB1I2FDSS786			
XS1412424662	BE	CNH Industrial Finance Euro.SA	17/05/2023	2,875	5493007GVB1I2FDSS786			
XS1673869977	BE	Aegon NV	30/08/2018	0	O4QK7KMMK83ITNTHUG69			
XS1672151492	BE	Holcim Finance S.A.	29/08/2029	1,75	529900XU3Z9D2HLBR716			
XS1671754650	BE	Koninklijke Philips N.V.	6/09/2019	0	H1FJE8H61JGM1JSGM897			
XS1671760384	BE	Koninklijke Philips N.V.	6/09/2023	0,5	H1FJE8H61JGM1JSGM897			
DE000A19NS93	DE	Vonovia Finance B.V.	8/09/2025	1,125	5299009XLZLD9TALOZ03			
XS1678966935	BE	CNH Industrial Finance Euro.SA	12/09/2025	1,75	5493007GVB1I2FDSS786			
XS1681521081	ES	Telefonica Emisiones S.A.U.	12/01/2028	1,715	549300Y5MFC4SW5Z3K71			
XS1682538183	ES	Iberdrola Finanzas S.A.U.	13/09/2027	1,25	5493004PZNZWWBOUV388			
FR0013281888	FR	Valeo S.A.	12/09/2022	0,375	5493006IH2N2WMIBB742			
XS1139316555	FR	Total Capital International S.A.	19/03/2020	0	549300U37G2I8G4RUG09			
XS1683495052	BE	John Deere Cash Management SA	15/09/2020	0	54930045CRYTH0OUOH72			
XS1683495136	BE	John Deere Cash Management SA	15/09/2023	0,5	54930045CRYTH0OUOH72			
DE000A19NY87	DE	Daimler Intl Finance B.V.	13/09/2021	0,2	529900RUGCXMPEENHQ31			
XS1685798370	BE	Koninklijke Ahold Delhaize N.V.	19/09/2024	0,875	724500C9GNBV20UYRX36			
XS1684831982	ES	Merlin Properties SOCIMI S.A.	18/09/2029	2,375	959800L8KD863DP30X04			
XS1684269332	IT	ENI S.p.A.	14/03/2025	1	BUCRF72VH5RBN7X3VL35			
XS1685542497	IT	Italgas S.P.A.	18/01/2029	1,625	815600F25FF44EF1FA76			
XS0161100515	BE	Telecom Italia Finance S.A.	24/01/2033	7,75	549300O482B6CBF38D50			
DE000A1HNW52	DE	Vonovia Finance B.V.	25/07/2019	3,125	5299009XLZLD9TALOZ03			
XS1626600040	DE	Deutsche Bahn Finance B.V.	8/12/2032	1,5	52990002BAIDUAIIYU29			
XS1689523840	DE	Brenntag Finance B.V.	27/09/2025	1,125	724500LOJA6NM43PH951			
FR0013282571	FR	Vivendi S.A.	18/09/2024	0,875	969500FU4DRAEVJW7U54			
FR0013283140	FR	Suez S.A.	21/09/2032	1,625	549300JQIZM6CL7POC81			
FR0013284247	FR	Engie S.A.	28/02/2023	0,375	LAXUQCHT4FH58LRZDY46			
FR0013284254	FR	Engie S.A.	28/02/2029	1,375	LAXUQCHT4FH58LRZDY46			
FR0013284270	FR	Engie S.A.	28/09/2037	2	LAXUQCHT4FH58LRZDY46			
XS1688199949	IT	Autostrade per L'Italia S.p.A.	26/09/2029	1,875	815600149448CEB9B230			
XS1691781865	BE	Heineken N.V.	3/10/2029	1,5	724500K5PTPSST86UQ23			
XS1693818285	FR	Total Capital International S.A.	4/10/2024	0,625	549300U37G2I8G4RUG09			
XS1693818525	FR	Total Capital International S.A.	4/10/2029	1,375	549300U37G2I8G4RUG09			
XS1695276367	ES	Gas Natural Fenosa Finance BV	5/10/2029	1,875	2138005FTXOJUBQ5J563			
FR0013286788	FR	Compagnie Fin. Ind. Autoroutes	13/10/2027	1,125	213800CP8292W9E8LJ69			
FR0013286846	FR	Legrand S.A.	9/10/2023	0,5	969500XXRPGD7HCAFA90			
XS1698218523	IT	Telecom Italia S.p.A.	12/10/2027	2,375	549300W384M3RI3VXU42			
XS1702729275	DE	innogy Finance B.V.	19/10/2027	1,25	549300TG53AWJ719M814			
FR0010870949	FR	Alstom S.A.	18/03/2020	4,5	96950032TUYMW11FB530			
XS0894202968	FR	Unibail-Rodamco SE	25/02/2021	2,375	969500SHQITWXSIS7N89			
XS1698714000	IT	Beni Stabili S.p.A. SIIQ	17/10/2024	1,625	969500P8M3W2XX376054			
XS1705553250	BE	Stedin Holding N.V.	24/10/2025	0,875	724500R5IP6TFKTNRU48			
XS1705553417	BE	Stedin Holding N.V.	24/10/2022	0	724500R5IP6TFKTNRU48			
DE000A1HG1K6	DE	Allianz Finance II B.V.	13/03/2028	3	529900C9NVPTCPDI1D65			
XS1706921951	IT	Esselunga S.p.A.	25/10/2023	0,875	8156001A08A847FFCE47			
XS1706922256	IT	Esselunga S.p.A.	25/10/2027	1,875	8156001A08A847FFCE47			
XS1707074941	BE	Nestlé Finance Intl Ltd.	18/01/2024	0,375	0KLLMNHINTFDRMU6DI05			
XS1707075245	BE	Nestlé Finance Intl Ltd.	2/11/2037	1,75	0KLLMNHINTFDRMU6DI05			
XS1707075328	BE	Nestlé Finance Intl Ltd.	2/11/2029	1,25	0KLLMNHINTFDRMU6DI05			
FR0013264488	FR	Regie Autonome des Transports Parisiens (RATP)	25/05/2027	0,875	969500K59E47ULNCAQ69			
FR0013292968	FR	Engie S.A.	28/09/2037	2	LAXUQCHT4FH58LRZDY46			
FR0013293362	FR	Mercialys	3/11/2027	2	969500081CGAXB7YS433			
XS1701884204	IT	A2A S.p.A.	19/10/2027	1,625	81560076E3944316DB24			
XS1704789590	IT	Iren S.p.A.	24/10/2027	1,5	8156001EBD33FD474E60			
XS1709374497	IT	2i Rete Gas S.p.A.	31/10/2027	1,608	549300RV0WBR05UTDI91			
XS1046851025	BE	CNH Industrial Finance Euro.SA	18/03/2019	2,75	5493007GVB1I2FDSS786			
XS1715306012	BE	Aroundtown SA	7/01/2025	1	529900H4DWG3KWMBMQ39			
XS1716616179	BE	Whirlpool Finance Luxembourg S.a.r.l.	9/11/2027	1,1	549300W5K7SGG3H6B058			
XS1715353105	BE	Akzo Nobel N.V.	8/11/2019	0	724500XYIJUGXAA5QD70			
DE000A2GSLY0	DE	Daimler AG	15/11/2027	1	529900R27DL06UVNT076			
DE000A19RXA1	DE	Daimler Intl Finance B.V.	13/11/2019	0,196	529900RUGCXMPEENHQ31			
XS1718393439	ES	Gas Natural Fenosa Finance BV	15/05/2025	0,875	2138005FTXOJUBQ5J563			
XS1700721464	IT	Snam S.p.A.	25/10/2027	1,375	8156002278562044AF79			
XS1709433509	BE	PostNL NV	21/11/2024	1	724500Q41FHN0P1GPC53			
XS1721051495	BE	EDP Finance B.V.	22/11/2027	1,5	5299007L43AQDFOW5739			
DE000A19SE11	DE	Vonovia Finance B.V.	20/11/2019	0	5299009XLZLD9TALOZ03			
FR0013298387	FR	Veolia Environnement S.A.	23/11/2020	0	969500LENY69X51OOT31			
BE6256887967	BE	Brussels Airport Company SA/NV	9/09/2025	3,3	549300R9I8GUZLNIV408			
XS1724873275	DE	Südzucker Intl Finance B.V.	28/11/2025	1	724500M1VGG79HOVI026			
XS1726152108	ES	Iberdrola Finanzas S.A.U.	29/11/2029	1,621	5493004PZNZWWBOUV388			
DE000A19S4T0	DE	Allianz Finance II B.V.	7/12/2020	0,02	529900C9NVPTCPDI1D65			
DE000A19S4U8	DE	Allianz Finance II B.V.	6/06/2023	0,25	529900C9NVPTCPDI1D65			
DE000A19S4V6	DE	Allianz Finance II B.V.	6/12/2027	0,875	529900C9NVPTCPDI1D65			
ES0224261059	ES	Corporacion de Reservas Estrategicas de Productos Petroliferos	24/11/2027	1,75	95980020140005325962			
XS1729879822	ES	Prosegur Cash S.A.	4/02/2026	1,375	9598005HY5DEFPU2SM35			
FR0013298676	FR	Holding d'Infrastr. de Transp.	27/11/2027	1,625	9695004S3RCE0Q5V8G28			
FR0013298684	FR	Holding d'Infrastr. de Transp.	27/03/2023	0,625	9695004S3RCE0Q5V8G28			
XS0215093534	IT	Leonardo S.p.A.	24/03/2025	4,875	529900X4EEX1U9LN3U39			
XS0458887030	IT	Leonardo S.p.A.	21/01/2022	5,25	529900X4EEX1U9LN3U39			
XS0999654873	IT	Leonardo S.p.A.	19/01/2021	4,5	529900X4EEX1U9LN3U39			
XS1627782771	IT	Leonardo S.p.A.	7/06/2024	1,5	529900X4EEX1U9LN3U39			
XS1734533372	DE	Deutsche Post AG	13/12/2027	1	8ER8GIG7CSMVD8VUFE78			
FR0013300605	FR	Klepierre	13/12/2032	1,625	969500PB4U31KEFHZ621			
FR0013302809	FR	Schneider Electric SE	13/12/2026	0,875	969500A1YF1XUYYXS284			
XS1718281808	IT	2i Rete Gas S.p.A.	31/10/2027	1,608	529900ZKCT20YIMPY795			
XS1732400319	IT	Ferrovie dello Stato Ital.SpA	7/12/2023	0,875	549300J4SXC5ALCJM731			
DE000A19UNN9	DE	Daimler Intl Finance B.V.	11/01/2023	-0,295	529900RUGCXMPEENHQ31			
XS1747444245	DE	BMW Finance N.V.	10/07/2023	0,375	5299006ZHG3IXU0PNJ56			
XS1747444831	DE	BMW Finance N.V.	10/01/2028	1,125	5299006ZHG3IXU0PNJ56			
PTMTLDOM0005	BE	Metropolitano de Lisboa	4/02/2019	5,75	213800Q167XJFGRJJK66			
XS1753814737	BE	REN Finance B.V.	18/01/2028	1,75	54930019D5P01WQQZF17			
DE000A19UR61	DE	Vonovia Finance B.V.	15/01/2024	0,75	5299009XLZLD9TALOZ03			
DE000A19UR79	DE	Vonovia Finance B.V.	14/01/2028	1,5	5299009XLZLD9TALOZ03			
FR0013310224	FR	Orange S.A.	16/01/2030	1,375	969500MCOONR8990S771			
BE6301509012	BE	Anheuser-Busch InBev S.A./N.V.	15/04/2024	0	5493008H3828EMEXB082			
BE6301510028	BE	Anheuser-Busch InBev S.A./N.V.	22/01/2027	1,15	5493008H3828EMEXB082			
BE6301511034	BE	Anheuser-Busch InBev S.A./N.V.	23/01/2035	2	5493008H3828EMEXB082			
XS1756296965	ES	Telefonica Emisiones S.A.U.	22/01/2027	1,447	549300Y5MFC4SW5Z3K71			
FR0013310455	FR	Autoroutes du Sud de la France	22/01/2030	1,375	213800U12KWYZEECZ934			
XS1750986744	IT	ENEL Finance Intl N.V.	16/09/2026	1,125	0YQH6LCEF474UTUV4B96			
XS1732232340	DE	Deutsche Telekom Intl Fin.B.V.	13/12/2024	0,625	529900ERDFHS6C1M4U58			
XS1761785077	DE	innogy Finance B.V.	31/07/2029	1,5	549300TG53AWJ719M814			
XS1755428502	ES	Gas Natural Fenosa Finance BV	29/01/2028	1,5	2138005FTXOJUBQ5J563			
XS1761721262	BE	Aroundtown S.A., Luxembourg	31/01/2028	1,625	529900H4DWG3KWMBMQ39			
XS1062909624	ES	Gas Natural Fenosa Finance BV	8/05/2023	2,625	2138005FTXOJUBQ5J563			
XS1759603761	ES	Prosegur Compania de Seguridad, S.A., Madrid	8/02/2023	1	549300N94L4D5NDBFG97			
XS1764062326	ES	Iberdrola Finanzas S.A.U.	29/11/2029	1,621	5493004PZNZWWBOUV388			
FR0012969012	FR	Sanofi S.A.	22/03/2019	0	549300E9PC51EN656011			
XS1769040111	BE	Novartis Finance S.A.	14/08/2023	0,5	549300J537IQK62XT333			
XS1769041192	BE	Novartis Finance S.A.	14/08/2030	1,375	549300J537IQK62XT333			
XS1769041606	BE	Novartis Finance S.A.	14/08/2038	1,7	549300J537IQK62XT333			
XS1769090728	BE	Unilever NV	12/08/2023	0,5	549300SWJ4YK4LLNT176			
XS1769090991	BE	Unilever NV	12/02/2027	1,125	549300SWJ4YK4LLNT176			
XS1769091296	BE	Unilever NV	12/02/2033	1,625	549300SWJ4YK4LLNT176			
XS1752475720	DE	Deutsche Bahn Finance B.V.	17/12/2027	1	52990002BAIDUAIIYU29			
FR0013030038	FR	Klepierre	22/10/2025	2,125	969500PB4U31KEFHZ621			
XS1781401085	BE	Grand City Properties S.A.	22/02/2027	1,5	5299002QLUYKK2WBMB18			
XS1775786574	FI	Sampo OYJ	21/02/2028	1,625	743700UF3RL386WIDA22			
XS1767087866	IT	ACEA S.p.A.	8/06/2027	1,5	549300Q3448N041CTH56			
XS1772457633	IT	Beni Stabili S.p.A. SIIQ	20/02/2028	2,375	969500P8M3W2XX376054			
PTCFPAOM0002	BE	CP Comboios de Portugal, E.P.E.	16/10/2019	4,17	549300VXFS1QY0HKKT27			
PTMTLCOM0006	BE	Metropolitano de Lisboa	7/12/2027	4,799	213800Q167XJFGRJJK66			
XS1019821732	BE	Holcim Finance (Luxembg) S.A.	22/01/2024	3	529900XU3Z9D2HLBR716			
XS1772374770	DE	Deutsche Bahn Finance B.V.	16/08/2033	1,625	52990002BAIDUAIIYU29			
FR0013320249	FR	Mercialys	27/02/2026	1,8	969500081CGAXB7YS433			
XS1785458172	BE	WPC Eurobond B.V.	15/04/2027	2,125	5493005XDMOLBARL5M14			
XS1785356251	FI	Kojamo Oyj	7/03/2025	1,625	7437007YPUOQZ8OV1R42			
FR0013321080	FR	Legrand S.A.	6/03/2026	1	969500XXRPGD7HCAFA90			
XS1218319702	FR	Unibail-Rodamco SE	14/03/2025	1	969500SHQITWXSIS7N89			
BE0002584622	BE	Befimmo SA	12/03/2026	2,098	529900UM10B3V374TA43			
XS1788586375	ES	Red Eléctrica Financ. S.A.U.	13/03/2027	1,25	9598006P00EGK6U2SG18			
XS1787477543	BE	Koninklijke Ahold Delhaize N.V.	19/03/2026	1,125	724500C9GNBV20UYRX36			
XS1787517199	BE	Koninklijke Ahold Delhaize N.V.	19/03/2021	0	724500C9GNBV20UYRX36			
XS1793224632	BE	RELX Finance B.V.	13/05/2027	1,5	54930086P8MBY4IN4E29			
DE000A19X793	DE	Vonovia Finance B.V.	22/12/2022	0	5299009XLZLD9TALOZ03			
DE000A19X8A4	DE	Vonovia Finance B.V.	22/03/2026	1,5	5299009XLZLD9TALOZ03			
DE000A19X8B2	DE	Vonovia Finance B.V.	22/03/2030	2,125	5299009XLZLD9TALOZ03			
DE000A19X8C0	DE	Vonovia Finance B.V.	22/03/2038	2,75	5299009XLZLD9TALOZ03			
FR0013323870	FR	Orange S.A.	20/03/2028	1,375	969500MCOONR8990S771			
FR0013324316	FR	Sanofi S.A.	21/03/2020	0	549300E9PC51EN656011			
FR0013324324	FR	Sanofi S.A.	21/03/2020	0	549300E9PC51EN656011			
FR0013324332	FR	Sanofi S.A.	21/03/2023	0,5	549300E9PC51EN656011			
FR0013324340	FR	Sanofi S.A.	21/03/2026	1	549300E9PC51EN656011			
FR0013324357	FR	Sanofi S.A.	21/03/2030	1,375	549300E9PC51EN656011			
FR0013324373	FR	Sanofi S.A.	21/03/2038	1,875	549300E9PC51EN656011			
XS1793349926	FR	Compagnie de Saint-Gobain S.A.	23/03/2026	1,125	NFONVGN05Z0FMN5PEC35			
XS1789751531	BE	Richemont International Holding SA	26/03/2026	1	549300V9893NUQX6X069			
XS1789752182	BE	Richemont International Holding SA	26/03/2030	1,5	549300V9893NUQX6X069			
XS1789759195	BE	Richemont International Holding SA	26/03/2038	2	549300V9893NUQX6X069			
DE000A2LQJ75	DE	Deutsche Börse AG	26/03/2028	1,125	529900G3SW56SHYNPR95			
FI4000312095	FI	DNA Oyj	27/03/2025	1,375	7437003Y73DAKAXYJV21			
FR0013321536	FR	Dummy issuer - bond missing in EADB	7/03/2028	2,125	222100P6D3QKU33LZQ72			
DE000A19Y1P6	DE	Daimler Intl Finance B.V.	9/04/2020	0,113	529900RUGCXMPEENHQ31			
XS1808482746	DE	Hannover Rueck SE	18/04/2028	1,125	529900KIN5BE45V5KB18			
XS1799545329	ES	ACS Servicios Comunicaciones y Energia, S.L.	20/04/2026	1,875	959800A4TKVH6DJBDX18			
XS1810653540	BE	HeidelbergCement Fin.Lux. S.A.	24/04/2028	1,75	529900RYHTCF5X9DD509			
XS1815116568	BE	Koninklijke Philips N.V.	2/05/2024	0,75	H1FJE8H61JGM1JSGM897			
XS1815116998	BE	Koninklijke Philips N.V.	2/05/2028	1,375	H1FJE8H61JGM1JSGM897			
XS1815135352	BE	Aroundtown SA	2/11/2026	2	529900H4DWG3KWMBMQ39			
FR0012283653	FR	Klepierre	6/11/2024	1,75	969500PB4U31KEFHZ621			
DE000A190ND6	DE	Daimler Intl Finance B.V.	11/05/2022	0,25	529900RUGCXMPEENHQ31			
DE000A190NE4	DE	Daimler Intl Finance B.V.	11/11/2025	1	529900RUGCXMPEENHQ31			
XS1816329418	FI	Teollisuuden Voima Oyj	8/05/2024	2	743700LQ48IZBTZN4S52			
PTNOSFOM0000	BE	NOS SGPS, Lisbon	2/05/2023	1,125	5493004DM8FGIY6QKF37			
XS1782806357	BE	Západoslovenská energetika AS	2/03/2028	1,75	315700FA4G1UK2XEQF20			
XS1713464102	FI	Elering A.S.	3/05/2023	0,875	894500CHL8J099IKJ580			
FR0013332970	FR	Unibail-Rodamco SE	14/05/2021	0,125	969500SHQITWXSIS7N89			
FR0013332988	FR	Unibail-Rodamco SE	15/09/2025	1,125	969500SHQITWXSIS7N89			
FR0013332996	FR	Unibail-Rodamco SE	15/01/2031	1,875	969500SHQITWXSIS7N89			
FR0013333002	FR	Unibail-Rodamco SE	14/05/2038	2,25	969500SHQITWXSIS7N89			
XS1823246712	DE	BMW Finance N.V.	22/11/2022	0,5	5299006ZHG3IXU0PNJ56			
XS1823246803	DE	BMW Finance N.V.	22/05/2026	1,125	5299006ZHG3IXU0PNJ56			
XS1823518730	DE	Würth Finance International BV	26/05/2025	1	5JB3IE65ZU13TA0DGN10			
XS1829217345	DE	innogy Finance B.V.	30/05/2026	1,625	549300TG53AWJ719M814			
XS1829217428	DE	innogy Finance B.V.	30/11/2022	0,75	549300TG53AWJ719M814			
FR0013336435	FR	Unibail-Rodamco SE	30/05/2020	0	969500SHQITWXSIS7N89			
XS1789623029	BE	Euronext NV	18/04/2025	1	724500QJ4QSZ3H9QU415			
XS1823165631	BE	Paccar Financial Europe B.V.	18/05/2021	0	Q47A62EK6GMSID3Y8C39			
XS1828037587	BE	TenneT Holding BV	5/06/2028	1,375	724500LTUWK3JQG63903			
XS1828037827	BE	TenneT Holding BV	5/06/2034	2	724500LTUWK3JQG63903			
XS1837288494	DE	Knorr-Bremse AG	13/06/2025	1,125	5299001GRRO0Z25YZT52			
FI4000282629	FI	Metsa Board Oyj	29/09/2027	2,75	743700KKB8Q035K38488			
FR0013342128	FR	Carrefour SA	12/06/2023	0,875	549300B8P6MUJ1YWTS08			
FR0011289230	FR	Engie S.A.	20/07/2022	2,625	LAXUQCHT4FH58LRZDY46			
FR0013342334	FR	Valeo S.A.	18/06/2025	1,5	5493006IH2N2WMIBB742			
FR0013344215	FR	Schneider Electric SE	21/06/2027	1,375	969500A1YF1XUYYXS284			
DE000A1919G4	BE	JAB Holdings B.V.	25/06/2026	1,75	529900RRNKUM3INJGF98			
DE000A1919H2	BE	JAB Holdings B.V.	25/06/2029	2,5	529900RRNKUM3INJGF98			
XS1846632104	BE	EDP Finance B.V.	26/01/2026	1,625	5299007L43AQDFOW5739			
XS1828032513	DE	Deutsche Telekom Intl Fin.B.V.	1/12/2022	0,625	529900ERDFHS6C1M4U58			
XS1828033834	DE	Deutsche Telekom Intl Fin.B.V.	1/12/2029	2	529900ERDFHS6C1M4U58			
XS1840614736	DE	Bayer Capital Corp. B.V.	26/06/2022	0,015	529900KEOKKPYZLTAU90			
XS1840614900	DE	Bayer Capital Corp. B.V.	15/12/2022	0,625	529900KEOKKPYZLTAU90			
XS1840618059	DE	Bayer Capital Corp. B.V.	26/06/2026	1,5	529900KEOKKPYZLTAU90			
XS1840618216	DE	Bayer Capital Corp. B.V.	15/12/2029	2,125	529900KEOKKPYZLTAU90			
XS1847692636	ES	Iberdrola Finanzas S.A.U.	28/10/2026	1,25	5493004PZNZWWBOUV388			
FR0013344686	FR	Engie S.A.	22/06/2028	1,375	LAXUQCHT4FH58LRZDY46			
FR0013346137	FR	Autoroutes du Sud de la France	27/06/2028	1,375	213800U12KWYZEECZ934			
XS1844215696	FR	Compagnie de Saint-Gobain S.A.	25/06/2020	0	NFONVGN05Z0FMN5PEC35			
XS1846631049	IT	Telecom Italia S.p.A.	28/01/2026	2,875	549300W384M3RI3VXU42			
PTMTLBOM0007	BE	Metropolitano de Lisboa	4/12/2026	4,061	213800Q167XJFGRJJK66			
DE000A192ZH7	DE	Vonovia Finance B.V.	3/07/2023	0,875	5299009XLZLD9TALOZ03			
FR0013346814	FR	Altareit SCA	2/07/2025	2,875	9695004OAPTHOKN99645			
XS1854532949	DE	Fresenius Medical Care AG & Co KGaA	11/07/2025	1,5	549300CP8NY40UP89Q40			
XS1855440019	DE	innogy Finance B.V.	30/11/2022	0,75	5299005PIU82TA2PW123			
FR0010394437	FR	La Poste	8/11/2021	4,25	9695000YG7TR7PAP0L59			
FR0012969020	FR	Sanofi S.A.	22/09/2021	0,875	549300E9PC51EN656011			
XS1858912915	IT	Terna Rete Elettrica Nazio.SpA	23/07/2023	1	8156009E94ED54DE7C31			
FI4000223532	FI	Kojamo Oyj	17/10/2023	1,625	7437007YPUOQZ8OV1R42			
XS1863994981	BE	HeidelbergCement Fin.Lux. S.A.	9/08/2022	0,5	529900RYHTCF5X9DD509			
DE000A194DC1	DE	Daimler Intl Finance B.V.	9/08/2021	0,25	529900RUGCXMPEENHQ31			
DE000A194DD9	DE	Daimler Intl Finance B.V.	9/04/2024	0,875	529900RUGCXMPEENHQ31			
DE000A194DE7	DE	Daimler Intl Finance B.V.	9/02/2027	1,5	529900RUGCXMPEENHQ31			
XS0500397905	FR	Orange S.A.	9/04/2020	3,875	969500MCOONR8990S771			
XS1873143561	DE	BMW Finance N.V.	29/11/2021	0,125	5299006ZHG3IXU0PNJ56			
XS1873143645	DE	BMW Finance N.V.	29/08/2025	1	5299006ZHG3IXU0PNJ56			
XS1822791619	BE	Citycon Treasury B.V.	15/01/2027	2,375	549300WAE0CGQ0IE1H63			
XS1873208950	BE	Unilever NV	6/01/2025	0,5	549300SWJ4YK4LLNT176			
XS1873209172	BE	Unilever NV	4/09/2030	1,375	549300SWJ4YK4LLNT176			
XS1876069185	BE	Compass Group Finance Netherlands B.V., Amsterdam	5/09/2028	1,5	213800YZZX39WY5G7M06			
